PUBUKPRN,KISCOURSEID,TAverage
10007780,K1_AFRICAN_STDSxS_ASIAN_STDS,411
10007780,K1_AFRICAN_STDSxWORLD_PHIL,353
10007780,K1_AFRICAN_STDSxWORLD_PHIL,385
10007780,K1_AFRICAN_STUDIES,385
10007780,K1_AFRIC_LANG-CULT,385
10007780,K1_ANCNT_NR_EAST_ST,395
10007780,K1_ARABIC,362
10007780,K1_ARABIC-ISLAM_ST,366
10007780,K1_ARABICxGEOGRAPHY_YA,385
10007780,K1_ARABICxH_ART-ARCH_YA,385
10007780,K1_ARABICxH_ART-ARCH_YA,363
10007780,K1_ARABICxLINGUISTICS_YA,364
10007780,K1_ARABICxLINGUISTICS_YA,385
10007780,K1_ARABICxWORLD_PHIL_YA,353
10007780,K1_ARABICxWORLD_PHIL_YA,385
10007780,K1_BURMESExH_ART-ARCH,411
10007780,K1_BURMESExH_ART-ARCH_YA,411
10007780,K1_BURMESExLINGUISTICS,411
10007780,K1_BURMESExWORLD_PHIL,353
10007780,K1_BURMESExWORLD_PHIL,411
10007780,K1_CHINESE_STUDIES,408
10007780,K1_CHINESExH_ART-ARCH_YA,411
10007780,K1_CHINESExH_ART-ARCH_YA,363
10007780,K1_CHINESExJAPANESE_STDS_YA,411
10007780,K1_CHINESExLINGUISTICS_YA,364
10007780,K1_CHINESExLINGUISTICS_YA,411
10007780,K1_CHINESExTIBETAN_YA,411
10007780,K1_CHINESExWORLD_PHIL_YA,353
10007780,K1_CHINESExWORLD_PHIL_YA,411
10007780,K1_CHIN_MODERN-CLASS,408
10007780,K1_DEVELOPMENT_STUDIES,442
10007780,K1_DEV_ECONOMICS,398
10007780,K1_DEV_STDSxAFRICAN_STDS,442
10007780,K1_DEV_STDSxAFRICAN_STDS,385
10007780,K1_DEV_STDSxARABIC_YA,442
10007780,K1_DEV_STDSxARABIC_YA,385
10007780,K1_DEV_STDSxBURMESE,411
10007780,K1_DEV_STDSxCHINESE_YA,411
10007780,K1_DEV_STDSxCHINESE_YA,442
10007780,K1_DEV_STDSxLINGUISTICS,442
10007780,K1_DEV_STDSxLINGUISTICS,364
10007780,K1_DEV_STDSxSE_ASIAN_STDS,411
10007780,K1_DEV_STDSxSE_ASIAN_STDS,442
10007780,K1_DEV_STDSxSTUDY_RELIG,442
10007780,K1_DEV_STDSxSTUDY_RELIG,353
10007780,K1_DEV_STDSxTIBETAN,411
10007780,K1_DEV_STDSxTIBETAN_YA,411
10007780,K1_DEV_STDSxWORLD_PHIL,442
10007780,K1_DEV_STDSxWORLD_PHIL,353
10007780,K1_ECONOMICS,387
10007780,K1_ECONOMICSxARABIC_YA,385
10007780,K1_ECONOMICSxARABIC_YA,398
10007780,K1_ECONOMICSxBURMESE,411
10007780,K1_ECONOMICSxCHINESE_YA,398
10007780,K1_ECONOMICSxCHINESE_YA,411
10007780,K1_ECONOMICSxDEVELOP_STDS,404
10007780,K1_ECONOMICSxLINGUISTICS,398
10007780,K1_ECONOMICSxTIBETAN,398
10007780,K1_ECONOMICSxTIBETAN_YA,398
10007780,K1_ECONOMICSxWORLD_PHIL,353
10007780,K1_ECONOMICSxWORLD_PHIL,398
10007780,K1_ECONxAFRICAN_STDS,385
10007780,K1_ECONxAFRICAN_STDS,398
10007780,K1_ECONxSE_ASIAN_STDS,398
10007780,K1_ECONxSE_ASIAN_STDS,411
10007780,K1_ENGLISH,395
10007780,K1_ENGLISHxARABIC_YA,395
10007780,K1_ENGLISHxBURMESE_YA,395
10007780,K1_ENGLISHxCHINESE_YA,395
10007780,K1_ENGLISHxHEBREW_YA,395
10007780,K1_ENGLISHxINDONESIAN_YA,395
10007780,K1_ENGLISHxJAPANESE_YA,395
10007780,K1_ENGLISHxKOREAN_YA,395
10007780,K1_ENGLISHxPERSIAN,395
10007780,K1_ENGLISHxSWAHILI_YA,395
10007780,K1_ENGLISHxS_ASIAN_STDS_YA,395
10007780,K1_ENGLISHxTHAI_YA,395
10007780,K1_ENGLISHxTIBETAN_YA,395
10007780,K1_ENGLISHxTURKISH_YA,395
10007780,K1_ENGLISHxVIETNAMESE_YA,395
10007780,K1_ENGLISHxWORLD_PHIL,353
10007780,K1_ENGLISHxWORLD_PHIL,395
10007780,K1_GEOGRAPHYxAFRICAN_STDS,385
10007780,K1_GEOGRAPHYxBURMESE,411
10007780,K1_GEOGRAPHYxCHINESE_YA,411
10007780,K1_GEOGRAPHYxDEV_STDS,442
10007780,K1_GEOGRAPHYxECONOMICS,398
10007780,K1_GEOGRAPHYxH_ART-ARCH,363
10007780,K1_GEOGRAPHYxSE_ASIAN_STDS,411
10007780,K1_GEORGIANxARABIC_YA,385
10007780,K1_GEORGIANxDEV_STDS,385
10007780,K1_GEORGIANxECONOMICS,385
10007780,K1_GEORGIANxGEOGRAPHY,385
10007780,K1_GEORGIANxH_ART-ARCH,385
10007780,K1_GEORGIANxLINGUISTICS,364
10007780,K1_GEORGIANxLINGUISTICS,385
10007780,K1_GLOBAL_POPULAR_MUSIC,362
10007780,K1_HAUSAxGEOGRAPHY_YA,385
10007780,K1_HEB-ISRAELI_ST,385
10007780,K1_HEBREWxARABIC_YA,385
10007780,K1_HEBREWxECONOMICS_YA,385
10007780,K1_HEBREWxGEOGRAPHY_YA,385
10007780,K1_HEBREWxGEORGIAN_YA,385
10007780,K1_HEBREWxH_ART-ARCH_YA,385
10007780,K1_HEBREWxLINGUISTICS_YA,364
10007780,K1_HEBREWxLINGUISTICS_YA,385
10007780,K1_HEBREWxWORLD_PHIL_YA,353
10007780,K1_HEBREWxWORLD_PHIL_YA,385
10007780,K1_HISTORY,337
10007780,K1_HISTORY_ART-ARCH,363
10007780,K1_HISTORY_OF_ART,380
10007780,K1_HISTORYxAFRICAN_STDS,385
10007780,K1_HISTORYxAFRICAN_STDS,363
10007780,K1_HISTORYxARABIC_YA,398
10007780,K1_HISTORYxBURMESE,411
10007780,K1_HISTORYxCHINESE_YA,411
10007780,K1_HISTORYxCHINESE_YA,363
10007780,K1_HISTORYxDEV_STDS,442
10007780,K1_HISTORYxDEV_STDS,363
10007780,K1_HISTORYxECONOMICS,398
10007780,K1_HISTORYxECONOMICS,363
10007780,K1_HISTORYxGEOGRAPHY,363
10007780,K1_HISTORYxGEORGIAN,385
10007780,K1_HISTORYxHAUSA_YA,385
10007780,K1_HISTORYxHEBREW_YA,385
10007780,K1_HISTORYxH_ART-ARCH,363
10007780,K1_HISTORYxLINGUISTICS,364
10007780,K1_HISTORYxLINGUISTICS,363
10007780,K1_HISTORYxSE_ASIAN_STDS,411
10007780,K1_HISTORYxSE_ASIAN_STDS,363
10007780,K1_HISTORYxTIBETAN,363
10007780,K1_HISTORYxTIBETAN_YA,363
10007780,K1_HISTORYxWORLD_PHIL,353
10007780,K1_HISTORYxWORLD_PHIL,363
10007780,K1_HIST_ART_AS_AF_EU,363
10007780,K1_H_ART-ARCHxINDONESIAN,411
10007780,K1_H_ART-ARCHxINDONESIAN_YA,411
10007780,K1_H_ART-ARCHxINDONESIAN_YA,363
10007780,K1_H_ART-ARCHxJAPANESE_YA,411
10007780,K1_H_ART-ARCHxJAPANESE_YA,363
10007780,K1_H_ART-ARCHxKOREAN_YA,411
10007780,K1_H_ART-ARCHxKOREAN_YA,363
10007780,K1_H_ART-ARCHxLAW,363
10007780,K1_H_ART-ARCHxLAW,404
10007780,K1_H_ART-ARCHxLINGUISTICS,363
10007780,K1_H_ART-ARCHxMUSIC,362
10007780,K1_H_ART-ARCHxMUSIC,363
10007780,K1_H_ART-ARCHxPERSIAN,385
10007780,K1_H_ART-ARCHxSE_ASIAN_STDS,363
10007780,K1_H_ART-ARCHxSOCIAL_ANTH,432
10007780,K1_H_ART-ARCHxSOCIAL_ANTH,363
10007780,K1_H_ART-ARCHxSTUDY_RELIG,353
10007780,K1_H_ART-ARCHxSTUDY_RELIG,363
10007780,K1_H_ART-ARCHxSWAHILI_YA,385
10007780,K1_H_ART-ARCHxS_ASIAN_STDS,411
10007780,K1_H_ART-ARCHxS_ASIAN_STDS,363
10007780,K1_H_ART-ARCHxTHAI,411
10007780,K1_H_ART-ARCHxTHAI_YA,411
10007780,K1_H_ART-ARCHxTIBETAN,363
10007780,K1_H_ART-ARCHxTIBETAN_YA,363
10007780,K1_H_ART-ARCHxTURKISH_YA,385
10007780,K1_H_ART-ARCHxTURKISH_YA,363
10007780,K1_H_ART-ARCHxVIETNAM,411
10007780,K1_H_ART-ARCHxVIETNAM_YA,411
10007780,K1_H_ART-ARCHxWORLD_PHIL,353
10007780,K1_H_ART-ARCHxWORLD_PHIL,363
10007780,K1_IM_(CHINA),386
10007780,K1_IM_(CHINA)_YA,358
10007780,K1_IM_(CHINA)_YA,411
10007780,K1_IM_(JAP-KOREA),358
10007780,K1_IM_(JAPAN)_YA,358
10007780,K1_IM_(JAPAN)_YA,411
10007780,K1_IM_(KOREA)_YA,358
10007780,K1_IM_MD_E-N_AF,342
10007780,K1_IM_MD_E-N_AF_YA,385
10007780,K1_IM_MD_E-N_AF_YA,358
10007780,K1_INDONESIANxARABIC_YA,385
10007780,K1_INDONESIANxCHINESE_YA,411
10007780,K1_INDONESIANxDEV_STDS,411
10007780,K1_INDONESIANxECONOMICS,411
10007780,K1_INDONESIANxGEOGRAPHY,411
10007780,K1_INDONESIANxHISTORY,411
10007780,K1_INDONESIANxHISTORY,363
10007780,K1_INDONESIANxLINGUISTICS,364
10007780,K1_INDONESIANxLINGUISTICS,411
10007780,K1_INDONESIANxWORLD_PHIL,353
10007780,K1_INDONESIANxWORLD_PHIL,411
10007780,K1_INTERNATIONAL_REL,442
10007780,K1_INTER_RELxAFRICAN_STDS,442
10007780,K1_INTER_RELxARABIC_YA,442
10007780,K1_INTER_RELxBURMESE,442
10007780,K1_INTER_RELxCHINESE_YA,442
10007780,K1_INTER_RELxDEV_STDS,442
10007780,K1_INTER_RELxECON,442
10007780,K1_INTER_RELxGEOGRAPHY,442
10007780,K1_INTER_RELxGEORGIAN,442
10007780,K1_INTER_RELxHEBREW_YA,385
10007780,K1_INTER_RELxHISTORY,442
10007780,K1_INTER_RELxINDONESIAN,442
10007780,K1_INTER_RELxJAPANESE_STDS,442
10007780,K1_INTER_RELxJAPANESE_YA,442
10007780,K1_INTER_RELxKOREAN_YA,442
10007780,K1_INTER_RELxLAW,442
10007780,K1_INTER_RELxLINGUISTICS,442
10007780,K1_INTER_RELxPERSIAN,442
10007780,K1_INTER_RELxSE_ASIAN_STDS,442
10007780,K1_INTER_RELxSOCIAL_ANTH,442
10007780,K1_INTER_RELxSTUDY_RELIG,442
10007780,K1_INTER_RELxSWAHILI_YA,442
10007780,K1_INTER_RELxS_ASIAN_STDS,442
10007780,K1_INTER_RELxS_ASIAN_STDS_YA,442
10007780,K1_INTER_RELxTHAI,442
10007780,K1_INTER_RELxTURKISH_YA,442
10007780,K1_INTER_RELxVIETNAMESE,442
10007780,K1_INTER_RELxWORLD_PHIL,442
10007780,K1_INTER_RELxWORLD_PHIL,353
10007780,K1_ISLAMIC_STUDIES,383
10007780,K1_JAPANESE,396
10007780,K1_JAPANESE_STDSxECON,411
10007780,K1_JAPANESE_STDSxECON,398
10007780,K1_JAPANESE_STDSxHISTORY,363
10007780,K1_JAPANESE_STDSxHISTORY,411
10007780,K1_JAPANESE_STDSxH_ART-ARCH,363
10007780,K1_JAPANESE_STDSxH_ART-ARCH,411
10007780,K1_JAPANESE_STDSxLINGUISTICS,411
10007780,K1_JAPANESE_STDSxLINGUISTICS,364
10007780,K1_JAPANESE_STDSxMUSIC,411
10007780,K1_JAPANESE_STDSxPOLITICS,411
10007780,K1_JAPANESE_STDSxPOLITICS,442
10007780,K1_JAPANESE_STDSxSOCIAL_ANTH,432
10007780,K1_JAPANESE_STDSxSOCIAL_ANTH,411
10007780,K1_JAPANESE_STDSxSTUDY_RELIG,411
10007780,K1_JAPANESE_STDSxWORLD_PHIL,353
10007780,K1_JAPANESE_STDSxWORLD_PHIL,411
10007780,K1_JAPANESE_STUDIES,411
10007780,K1_JAPANESExCHINESE_STDS_YA,411
10007780,K1_JAPANESExECONOMICS_YA,411
10007780,K1_JAPANESExECONOMICS_YA,398
10007780,K1_JAPANESExGEOGRAPHY_YA,411
10007780,K1_JAPANESExHISTORY_YA,411
10007780,K1_JAPANESExHISTORY_YA,363
10007780,K1_JAPANESExLINGUISTICS_YA,364
10007780,K1_JAPANESExLINGUISTICS_YA,411
10007780,K1_JAPANESExWORLD_PHIL_YA,353
10007780,K1_JAPANESExWORLD_PHIL_YA,411
10007780,K1_KOREAN,411
10007780,K1_KOREANxCHINESE_YA,411
10007780,K1_KOREANxDEV_STDS_YA,442
10007780,K1_KOREANxDEV_STDS_YA,411
10007780,K1_KOREANxECONOMICS_YA,398
10007780,K1_KOREANxECONOMICS_YA,411
10007780,K1_KOREANxGEOGRAPHY_YA,411
10007780,K1_KOREANxHISTORY_YA,411
10007780,K1_KOREANxHISTORY_YA,363
10007780,K1_KOREANxINDONESIAN_YA,411
10007780,K1_KOREANxJAPANESE_STDS_YA,411
10007780,K1_KOREANxJAPANESE_YA,462
10007780,K1_KOREANxLINGUISTICS_YA,364
10007780,K1_KOREANxLINGUISTICS_YA,411
10007780,K1_KOREANxWORLD_PHIL_YA,353
10007780,K1_KOREANxWORLD_PHIL_YA,411
10007780,K1_LAW,426
10007780,K1_LAW_SENIOR,404
10007780,K1_LAWxARABIC_YA,404
10007780,K1_LAWxARABIC_YA,385
10007780,K1_LAWxBURMESE,411
10007780,K1_LAWxBURMESE,404
10007780,K1_LAWxCHINESE_YA,404
10007780,K1_LAWxCHINESE_YA,411
10007780,K1_LAWxDEV_STDS,404
10007780,K1_LAWxDEV_STDS,442
10007780,K1_LAWxECONOMICS,404
10007780,K1_LAWxECONOMICS,398
10007780,K1_LAWxGEORGIAN,385
10007780,K1_LAWxHEBREW_YA,385
10007780,K1_LAWxHISTORY,404
10007780,K1_LAWxHISTORY,363
10007780,K1_LAWxINDONESIAN,411
10007780,K1_LAWxKOREAN_YA,404
10007780,K1_LAWxKOREAN_YA,411
10007780,K1_LAWxLINGUISTICS,404
10007780,K1_LAWxLINGUISTICS,364
10007780,K1_LAWxSE_ASIAN_STDS,404
10007780,K1_LAWxWORLD_PHIL,404
10007780,K1_LAWxWORLD_PHIL,353
10007780,K1_LINGUISTICS,364
10007780,K1_LINGUISTICSxMUSIC,362
10007780,K1_LINGUISTICSxMUSIC,364
10007780,K1_LINGUISTICSxPERSIAN,385
10007780,K1_LINGUISTICSxPERSIAN,364
10007780,K1_LINGUISTICSxPOLITICS,364
10007780,K1_LINGUISTICSxPOLITICS,442
10007780,K1_LINGUISTICSxSE_ASIAN_STDS,364
10007780,K1_LINGUISTICSxSE_ASIAN_STDS,411
10007780,K1_LINGUISTICSxSOCIAL_ANTH,364
10007780,K1_LINGUISTICSxSOCIAL_ANTH,432
10007780,K1_LINGUISTICSxSTUDY_RELIG,353
10007780,K1_LINGUISTICSxSTUDY_RELIG,364
10007780,K1_LINGUISTICSxSWAHILI_YA,364
10007780,K1_LINGUISTICSxSWAHILI_YA,385
10007780,K1_LINGUISTICSxS_ASIAN_STDS,364
10007780,K1_LINGUISTICSxTHAI,411
10007780,K1_LINGUISTICSxTHAI,364
10007780,K1_LINGUISTICSxTIBETAN,364
10007780,K1_LINGUISTICSxTIBETAN_YA,411
10007780,K1_LINGUISTICSxTIBETAN_YA,364
10007780,K1_LINGUISTICSxTURKISH_YA,385
10007780,K1_LINGUISTICSxVIETNAMESE,411
10007780,K1_LINGUISTICSxWORLD_PHIL,364
10007780,K1_LINGUISTICSxWORLD_PHIL,353
10007780,K1_MANAGEMENT,358
10007780,K1_MIDDLE_EAST_STDS,352
10007780,K1_MID_EAST_STDSxDEV_STDS,442
10007780,K1_MID_EAST_STDSxDEV_STDS,385
10007780,K1_MID_EAST_STDSxGEOGRAPHY,385
10007780,K1_MID_EAST_STDSxH_ART-ARCH,385
10007780,K1_MID_EAST_STDSxH_ART-ARCH,363
10007780,K1_MID_EAST_STDSxLAW,385
10007780,K1_MID_EAST_STDSxLAW,404
10007780,K1_MID_EAST_STDSxLINGUISTICS,364
10007780,K1_MID_EAST_STDSxLINGUISTICS,385
10007780,K1_MID_EAST_STDSxMUSIC,385
10007780,K1_MID_EAST_STDSxSOCIAL_ANTH,432
10007780,K1_MID_EAST_STDSxSOCIAL_ANTH,385
10007780,K1_MID_EAST_STDSxSTUDY_RELIG,385
10007780,K1_MID_EAST_STDSxSTUDY_RELIG,353
10007780,K1_MID_EAST_STDSxWORLD_PHIL,385
10007780,K1_MID_EAST_STDSxWORLD_PHIL,353
10007780,K1_MID_EAST_STDxECON,398
10007780,K1_MID_EAST_STDxECON,385
10007780,K1_MUSIC,324
10007780,K1_MUSICxAFRICAN_STDS,385
10007780,K1_MUSICxAFRICAN_STDS,362
10007780,K1_MUSICxARABIC_YA,385
10007780,K1_MUSICxBURMESE,411
10007780,K1_MUSICxCHINESE_YA,362
10007780,K1_MUSICxCHINESE_YA,411
10007780,K1_MUSICxDEV_STDS,362
10007780,K1_MUSICxDEV_STDS,442
10007780,K1_MUSICxGEORGIAN,385
10007780,K1_MUSICxHEBREW_YA,362
10007780,K1_MUSICxHEBREW_YA,385
10007780,K1_MUSICxHISTORY,363
10007780,K1_MUSICxHISTORY,362
10007780,K1_MUSICxINDONESIAN,362
10007780,K1_MUSICxINDONESIAN,411
10007780,K1_MUSICxJAPANESE_YA,411
10007780,K1_MUSICxJAPANESE_YA,362
10007780,K1_MUSICxKOREAN_YA,362
10007780,K1_MUSICxKOREAN_YA,411
10007780,K1_MUSICxSE_ASIAN_STDS,362
10007780,K1_MUSICxWORLD_PHIL,353
10007780,K1_MUSICxWORLD_PHIL,362
10007780,K1_PERSIAN,385
10007780,K1_PERSIANxARABIC_YA,385
10007780,K1_PERSIANxDEV_STDS,385
10007780,K1_PERSIANxDEV_STDS,442
10007780,K1_PERSIANxECONOMICS,398
10007780,K1_PERSIANxECONOMICS,385
10007780,K1_PERSIANxGEOGRAPHY,385
10007780,K1_PERSIANxGEORGIAN,385
10007780,K1_PERSIANxHISTORY,385
10007780,K1_PERSIANxHISTORY,363
10007780,K1_PERSIANxLAW,404
10007780,K1_PERSIANxLAW,385
10007780,K1_PERSIANxMUSIC,385
10007780,K1_PERSIANxWORLD_PHIL,353
10007780,K1_PERSIANxWORLD_PHIL,385
10007780,K1_POLIT-DEV_STDS,442
10007780,K1_POLIT-DEV_STDS,442
10007780,K1_POLITICS,444
10007780,K1_POLITICSxAFRICAN_STDS,442
10007780,K1_POLITICSxAFRICAN_STDS,385
10007780,K1_POLITICSxARABIC_YA,442
10007780,K1_POLITICSxARABIC_YA,385
10007780,K1_POLITICSxBURMESE,411
10007780,K1_POLITICSxCHINESE_YA,442
10007780,K1_POLITICSxCHINESE_YA,411
10007780,K1_POLITICSxECONOMICS,480
10007780,K1_POLITICSxGEOGRAPHY,442
10007780,K1_POLITICSxGEORGIAN,385
10007780,K1_POLITICSxHEBREW_YA,442
10007780,K1_POLITICSxHEBREW_YA,385
10007780,K1_POLITICSxHISTORY,416
10007780,K1_POLITICSxINDONESIAN,411
10007780,K1_POLITICSxINTER_REL,442
10007780,K1_POLITICSxJAPANESE_YA,442
10007780,K1_POLITICSxJAPANESE_YA,411
10007780,K1_POLITICSxKOREAN_YA,442
10007780,K1_POLITICSxKOREAN_YA,411
10007780,K1_POLITICSxLAW,442
10007780,K1_POLITICSxLAW,404
10007780,K1_POLITICSxPERSIAN,442
10007780,K1_POLITICSxPERSIAN,385
10007780,K1_POLITICSxSE_ASIAN_STDS,442
10007780,K1_POLITICSxSE_ASIAN_STDS,411
10007780,K1_POLITICSxWORLD_PHIL,353
10007780,K1_POLITICSxWORLD_PHIL,442
10007780,K1_SE_ASIAN_STDS,411
10007780,K1_SE_ASIAN_STDS_YA,411
10007780,K1_SE_ASIAN_STDSxIM,358
10007780,K1_SE_ASIAN_STDSxIM,411
10007780,K1_SE_ASIAN_STDSxSTUDY_RELIG,353
10007780,K1_SE_ASIAN_STDSxSTUDY_RELIG,411
10007780,K1_SE_ASIAN_STDSxWORLD_PHIL,411
10007780,K1_SE_ASIAN_STDSxWORLD_PHIL,353
10007780,K1_SE_ASIAN_STDSxWORLD_PHIL_YA,411
10007780,K1_SE_ASIAN_STDSxWORLD_PHIL_YA,353
10007780,K1_SOCIAL_ANTHROP,432
10007780,K1_SOCIAL_ANTHxAFRICAN_STDS,385
10007780,K1_SOCIAL_ANTHxAFRICAN_STDS,432
10007780,K1_SOCIAL_ANTHxARABIC_YA,432
10007780,K1_SOCIAL_ANTHxARABIC_YA,385
10007780,K1_SOCIAL_ANTHxBURMESE,411
10007780,K1_SOCIAL_ANTHxCHINESE_YA,432
10007780,K1_SOCIAL_ANTHxCHINESE_YA,411
10007780,K1_SOCIAL_ANTHxDEV_STDS,442
10007780,K1_SOCIAL_ANTHxDEV_STDS,432
10007780,K1_SOCIAL_ANTHxECONOMICS,432
10007780,K1_SOCIAL_ANTHxECONOMICS,398
10007780,K1_SOCIAL_ANTHxGEOGRAPHY,432
10007780,K1_SOCIAL_ANTHxGEORGIAN,385
10007780,K1_SOCIAL_ANTHxHEBREW_YA,385
10007780,K1_SOCIAL_ANTHxHISTORY,363
10007780,K1_SOCIAL_ANTHxHISTORY,432
10007780,K1_SOCIAL_ANTHxINDONESIAN,432
10007780,K1_SOCIAL_ANTHxINDONESIAN,411
10007780,K1_SOCIAL_ANTHxJAPANESE_YA,432
10007780,K1_SOCIAL_ANTHxJAPANESE_YA,411
10007780,K1_SOCIAL_ANTHxKOREAN_YA,432
10007780,K1_SOCIAL_ANTHxKOREAN_YA,411
10007780,K1_SOCIAL_ANTHxLAW,432
10007780,K1_SOCIAL_ANTHxLAW,404
10007780,K1_SOCIAL_ANTHxMUSIC,432
10007780,K1_SOCIAL_ANTHxMUSIC,362
10007780,K1_SOCIAL_ANTHxPERSIAN,385
10007780,K1_SOCIAL_ANTHxPERSIAN,432
10007780,K1_SOCIAL_ANTHxPOLITICS,442
10007780,K1_SOCIAL_ANTHxPOLITICS,432
10007780,K1_SOCIAL_ANTHxSE_ASIAN_STDS,432
10007780,K1_SOCIAL_ANTHxSE_ASIAN_STDS,411
10007780,K1_SOCIAL_ANTHxTIBETAN,411
10007780,K1_SOCIAL_ANTHxTIBETAN_YA,411
10007780,K1_SOCIAL_ANTHxWORLD_PHIL,353
10007780,K1_SOCIAL_ANTHxWORLD_PHIL,432
10007780,K1_SOUTH_ASIAN_STDS,411
10007780,K1_STH_ASIAN_STDS_YA,411
10007780,K1_STUDY_OF_RELIG,308
10007780,K1_STUDY_RELIGxAFRICAN_STDS,385
10007780,K1_STUDY_RELIGxAFRICAN_STDS,353
10007780,K1_STUDY_RELIGxARABIC_YA,385
10007780,K1_STUDY_RELIGxARABIC_YA,353
10007780,K1_STUDY_RELIGxBURMESE,411
10007780,K1_STUDY_RELIGxCHINESE_YA,353
10007780,K1_STUDY_RELIGxCHINESE_YA,411
10007780,K1_STUDY_RELIGxECON,398
10007780,K1_STUDY_RELIGxECON,353
10007780,K1_STUDY_RELIGxGEOGRAPHY,353
10007780,K1_STUDY_RELIGxGEORGIAN,385
10007780,K1_STUDY_RELIGxHEBREW_YA,385
10007780,K1_STUDY_RELIGxHISTORY,353
10007780,K1_STUDY_RELIGxHISTORY,363
10007780,K1_STUDY_RELIGxINDONESIAN,353
10007780,K1_STUDY_RELIGxINDONESIAN,411
10007780,K1_STUDY_RELIGxJAPANESE_YA,353
10007780,K1_STUDY_RELIGxJAPANESE_YA,411
10007780,K1_STUDY_RELIGxKOREAN_YA,353
10007780,K1_STUDY_RELIGxKOREAN_YA,411
10007780,K1_STUDY_RELIGxLAW,404
10007780,K1_STUDY_RELIGxMUSIC,362
10007780,K1_STUDY_RELIGxMUSIC,353
10007780,K1_STUDY_RELIGxPERSIAN,385
10007780,K1_STUDY_RELIGxPOLITICS,353
10007780,K1_STUDY_RELIGxPOLITICS,442
10007780,K1_STUDY_RELIGxSOCIAL_ANTH,353
10007780,K1_STUDY_RELIGxSOCIAL_ANTH,432
10007780,K1_STUDY_RELIGxWORLD_PHIL,353
10007780,K1_STUDY_RELIGxWORLD_PHIL,353
10007780,K1_SWAHILIxDEV_STDS_YA,385
10007780,K1_SWAHILIxDEV_STDS_YA,442
10007780,K1_SWAHILIxECONOMICS_YA,385
10007780,K1_SWAHILIxGEOGRAPHY_YA,385
10007780,K1_SWAHILIxHISTORY_YA,385
10007780,K1_SWAHILIxHISTORY_YA,363
10007780,K1_SWAHILIxLAW_YA,404
10007780,K1_SWAHILIxLAW_YA,385
10007780,K1_SWAHILIxMUSIC_YA,362
10007780,K1_SWAHILIxMUSIC_YA,385
10007780,K1_SWAHILIxPOLITICS_YA,442
10007780,K1_SWAHILIxPOLITICS_YA,385
10007780,K1_SWAHILIxSOCIAL_ANTH_YA,385
10007780,K1_SWAHILIxSOCIAL_ANTH_YA,432
10007780,K1_SWAHILIxSTUDY_RELIG_YA,385
10007780,K1_SWAHILIxWORLD_PHIL_YA,385
10007780,K1_SWAHILIxWORLD_PHIL_YA,353
10007780,K1_S_ASIAN_STDSxDEV_STDS,442
10007780,K1_S_ASIAN_STDSxDEV_STDS,411
10007780,K1_S_ASIAN_STDSxDEV_STDS_YA,411
10007780,K1_S_ASIAN_STDSxECON,398
10007780,K1_S_ASIAN_STDSxECON,411
10007780,K1_S_ASIAN_STDSxECON_YA,411
10007780,K1_S_ASIAN_STDSxGEOGRAPHY,411
10007780,K1_S_ASIAN_STDSxGEOGRAPHY_YA,411
10007780,K1_S_ASIAN_STDSxHISTORY,411
10007780,K1_S_ASIAN_STDSxHISTORY,363
10007780,K1_S_ASIAN_STDSxHISTORY_YA,363
10007780,K1_S_ASIAN_STDSxHISTORY_YA,411
10007780,K1_S_ASIAN_STDSxH_ART-ARCH_YA,411
10007780,K1_S_ASIAN_STDSxIM,358
10007780,K1_S_ASIAN_STDSxIM,411
10007780,K1_S_ASIAN_STDSxIM_YA,411
10007780,K1_S_ASIAN_STDSxLAW,404
10007780,K1_S_ASIAN_STDSxLAW,411
10007780,K1_S_ASIAN_STDSxLAW_YA,411
10007780,K1_S_ASIAN_STDSxLINGUISTICS_YA,411
10007780,K1_S_ASIAN_STDSxMUSIC,411
10007780,K1_S_ASIAN_STDSxMUSIC_YA,362
10007780,K1_S_ASIAN_STDSxMUSIC_YA,411
10007780,K1_S_ASIAN_STDSxPOLITICS,442
10007780,K1_S_ASIAN_STDSxPOLITICS,411
10007780,K1_S_ASIAN_STDSxPOLITICS_YA,411
10007780,K1_S_ASIAN_STDSxSOCIAL_ANTH,432
10007780,K1_S_ASIAN_STDSxSOCIAL_ANTH,411
10007780,K1_S_ASIAN_STDSxSOCIAL_ANTH_YA,411
10007780,K1_S_ASIAN_STDSxSTUDY_RELIG,411
10007780,K1_S_ASIAN_STDSxSTUDY_RELIG,353
10007780,K1_S_ASIAN_STDSxSTUDY_RELIG_YA,411
10007780,K1_S_ASIAN_STDSxWORLD_PHIL,353
10007780,K1_S_ASIAN_STDSxWORLD_PHIL,411
10007780,K1_S_ASIAN_STDSxWORLD_PHIL_YA,353
10007780,K1_S_ASIAN_STDSxWORLD_PHIL_YA,411
10007780,K1_THAIxDEV_STDS,442
10007780,K1_THAIxDEV_STDS,411
10007780,K1_THAIxECONOMICS,411
10007780,K1_THAIxGEOGRAPHY,411
10007780,K1_THAIxHISTORY,411
10007780,K1_THAIxLAW,411
10007780,K1_THAIxMUSIC,411
10007780,K1_THAIxPOLITICS,411
10007780,K1_THAIxPOLITICS,442
10007780,K1_THAIxSOCIAL_ANTH,432
10007780,K1_THAIxSOCIAL_ANTH,411
10007780,K1_THAIxSTUDY_RELIG,411
